beat_index,sample,ms,cluster
997,307931,1026436.6666666667,1
998,308247,1027490.0,1
999,308552,1028506.6666666666,1
1000,308864,1029546.6666666666,1
1001,309177,1030589.9999999999,1
1002,309483,1031609.9999999999,1
1003,309789,1032630.0000000001,1
1004,310099,1033663.3333333334,1
1005,310396,1034653.3333333334,1
1006,310696,1035653.3333333334,1
1007,311003,1036676.6666666667,1
1008,311310,1037700.0,1
1009,311615,1038716.6666666667,1
1010,311931,1039770.0,1
1011,312249,1040829.9999999999,1
1012,312562,1041873.3333333333,1
1013,312881,1042936.6666666667,1
1014,313191,1043970.0,1
1015,313488,1044960.0,1
1016,313792,1045973.3333333334,1
1017,314096,1046986.6666666666,1
1018,314396,1047986.6666666666,1
1019,314701,1049003.3333333333,1
1020,315011,1050036.6666666667,1
1021,315317,1051056.6666666665,1
1022,315635,1052116.6666666665,1
1023,315966,1053220.0,1
1024,316289,1054296.6666666665,1
1025,316614,1055380.0,1
1026,316944,1056480.0,1
1027,317271,1057570.0,1
1028,317596,1058653.3333333335,1
1029,317924,1059746.6666666667,1
1030,318247,1060823.3333333333,1
1031,318556,1061853.3333333333,1
1032,318873,1062910.0,1
1033,319185,1063950.0,1
1034,319484,1064946.6666666667,1
1035,319787,1065956.6666666667,1
1036,320094,1066980.0,1
1037,320395,1067983.3333333333,1
1038,320703,1069010.0,1
1039,321016,1070053.3333333333,1
1040,321325,1071083.3333333333,1
1041,321636,1072120.0,1
1042,321953,1073176.6666666667,1
1043,322267,1074223.3333333333,1
1044,322578,1075260.0,1
1045,322896,1076320.0,1
1046,323219,1077396.6666666667,1
1047,323530,1078433.3333333335,1
1048,323844,1079480.0,1
1049,324160,1080533.3333333333,1
1050,324470,1081566.6666666665,1
1051,324790,1082633.3333333335,1
1052,325113,1083710.0,1
1053,325421,1084736.6666666667,1
1054,325727,1085756.6666666667,1
1055,326041,1086803.3333333333,1
1056,326349,1087830.0,1
1057,326664,1088880.0,1
1058,326992,1089973.3333333333,1
1059,327313,1091043.3333333333,1
1060,327633,1092110.0,1
1061,327958,1093193.3333333335,1
1062,328285,1094283.3333333333,1
1063,328601,1095336.6666666665,1
1064,328929,1096430.0,1
1065,329251,1097503.3333333333,1
1066,329565,1098550.0,1
1067,329890,1099633.3333333335,1
1068,330218,1100726.6666666667,1
1069,330538,1101793.3333333333,1
1070,330868,1102893.3333333335,1
1071,331201,1104003.3333333333,1
1072,331526,1105086.6666666665,1
1073,331854,1106180.0,1
1074,332182,1107273.3333333333,1
1075,332497,1108323.3333333333,1
1076,332815,1109383.3333333335,1
1077,333135,1110450.0,1
1078,333449,1111496.6666666667,1
1079,333758,1112526.6666666667,1
1080,334074,1113580.0,1
1081,334389,1114630.0,1
1082,334696,1115653.3333333335,1
1083,335013,1116710.0,1
1084,335333,1117776.6666666667,1
1085,335644,1118813.3333333333,1
1086,335960,1119866.6666666665,1
1087,336285,1120950.0,1
1088,336599,1121996.6666666667,1
1089,336911,1123036.6666666667,1
1090,337233,1124110.0,1
1091,337543,1125143.3333333335,1
1092,337852,1126173.3333333335,1
1093,338176,1127253.3333333333,1
1094,338496,1128320.0,1
1095,338808,1129360.0,1
1096,339125,1130416.6666666667,1
1097,339442,1131473.3333333333,1
1098,339751,1132503.3333333333,1
1099,340064,1133546.6666666665,1
1100,340383,1134610.0,1
1101,340694,1135646.6666666667,1
1102,341013,1136710.0,1
1103,341338,1137793.3333333333,1
1104,341649,1138830.0,1
1105,341966,1139886.6666666667,1
1106,342292,1140973.3333333333,1
1107,342606,1142020.0,1
1108,342925,1143083.3333333333,1
1109,343250,1144166.6666666667,1
1110,343569,1145230.0,1
1111,343880,1146266.6666666667,1
1112,344194,1147313.3333333333,1
1113,344513,1148376.6666666667,1
1114,344826,1149420.0,1
1115,345144,1150480.0,1
1116,345471,1151570.0,1
1117,345785,1152616.6666666665,1
1118,346102,1153673.3333333335,1
1119,346426,1154753.3333333333,1
1120,346737,1155790.0,1
1121,347052,1156840.0,1
1122,347372,1157906.6666666667,1
1123,347683,1158943.3333333335,1
1124,347992,1159973.3333333333,1
1125,348305,1161016.6666666667,1
1126,348622,1162073.3333333333,1
1127,348925,1163083.3333333333,1
1128,349237,1164123.3333333333,1
1129,349534,1165113.3333333333,1
1130,349832,1166106.6666666665,1
1131,350134,1167113.3333333333,1
1132,350435,1168116.6666666665,1
1133,350742,1169140.0,1
1134,351047,1170156.6666666667,1
1135,351351,1171170.0,1
1136,351639,1172130.0,1
1137,351952,1173173.3333333335,1
1138,352262,1174206.6666666667,1
1139,352574,1175246.6666666667,1
1140,352888,1176293.3333333333,1
1141,353197,1177323.3333333333,1
1142,353509,1178363.3333333333,1
1143,353820,1179400.0,1
1144,354127,1180423.3333333335,1
1145,354426,1181420.0,1
1146,354720,1182400.0,1
1147,355005,1183350.0,1
1148,355286,1184286.6666666667,1
1149,355573,1185243.3333333333,1
1150,355867,1186223.3333333333,1
1151,356168,1187226.6666666667,1
1152,356480,1188266.6666666667,1
1153,356802,1189340.0,1
1154,357125,1190416.6666666667,1
1155,357450,1191500.0,1
1156,357758,1192526.6666666667,1
1157,358067,1193556.6666666665,1
1158,358364,1194546.6666666665,1
1159,358658,1195526.6666666667,1
1160,358948,1196493.3333333333,1
1161,359235,1197450.0,1
1162,359525,1198416.6666666667,1
1163,359813,1199376.6666666667,1
1164,360105,1200350.0,1
1165,360398,1201326.6666666665,1
1166,360689,1202296.6666666665,1
1167,360990,1203300.0,1
1168,361303,1204343.3333333333,1
1169,361609,1205363.3333333333,1
1170,361927,1206423.3333333335,1
1171,362244,1207480.0,1
1172,362562,1208540.0,1
1173,362889,1209630.0,1
1174,363212,1210706.6666666667,1
1175,363524,1211746.6666666667,1
1176,363840,1212800.0,1
1177,364145,1213816.6666666665,1
1178,364450,1214833.3333333333,1
1179,364763,1215876.6666666667,1
1180,365070,1216900.0,1
1181,365383,1217943.3333333335,1
1182,365697,1218990.0,1
1183,366010,1220033.3333333333,1
1184,366323,1221076.6666666665,1
1185,366638,1222126.6666666667,1
1186,366959,1223196.6666666667,1
1187,367276,1224253.3333333333,1
1188,367604,1225346.6666666665,1
1189,367942,1226473.3333333333,1
1190,368265,1227550.0,1
1191,368586,1228620.0,1
1192,368909,1229696.6666666667,1
1193,369224,1230746.6666666667,1
1194,369536,1231786.6666666667,1
1195,369851,1232836.6666666665,1
1196,370162,1233873.3333333333,1
1197,370458,1234860.0,1
1198,370751,1235836.6666666665,1
1199,371033,1236776.6666666667,1
1200,371307,1237690.0,1
1201,371579,1238596.6666666665,1
1202,371847,1239490.0,1
1203,372110,1240366.6666666665,1
1204,372369,1241230.0,1
1205,372637,1242123.3333333333,1
1206,372908,1243026.6666666667,1
1207,373177,1243923.3333333335,1
1208,373445,1244816.6666666665,1
1209,373711,1245703.3333333335,1
1210,373975,1246583.3333333333,1
1211,374236,1247453.3333333335,1
1212,374493,1248310.0,1
1213,374745,1249150.0,1
1214,374993,1249976.6666666667,1
1215,375241,1250803.3333333333,1
1216,375488,1251626.6666666667,1
1217,375736,1252453.3333333335,1
1218,375984,1253280.0,1
1219,376237,1254123.3333333333,1
1220,376492,1254973.3333333333,1
1221,376747,1255823.3333333333,1
1222,377000,1256666.6666666667,1
1223,377258,1257526.6666666667,1
1224,377518,1258393.3333333335,1
1225,377785,1259283.3333333333,1
1226,378060,1260200.0,1
1227,378348,1261160.0,1
1228,378633,1262110.0,1
1229,378925,1263083.3333333333,1
1230,379220,1264066.6666666665,1
1231,379515,1265050.0,1
1232,379810,1266033.3333333333,1
1233,380107,1267023.3333333333,1
1234,380405,1268016.6666666667,1
1235,380715,1269050.0,1
1236,381020,1270066.6666666665,1
1237,381323,1271076.6666666665,1
1238,381617,1272056.6666666665,1
1239,381912,1273040.0,1
1240,382208,1274026.6666666667,1
1241,382507,1275023.3333333333,1
1242,382823,1276076.6666666665,1
1243,383140,1277133.3333333335,1
1244,383459,1278196.6666666667,1
1245,383787,1279290.0,1
1246,384129,1280430.0,1
1247,384460,1281533.3333333333,1
1248,384696,1282320.0,1
1249,385115,1283716.6666666667,1
1250,385430,1284766.6666666667,1
1251,385742,1285806.6666666665,1
1252,386055,1286850.0,1
1253,386365,1287883.3333333335,1
1254,386679,1288930.0,1
1255,386989,1289963.3333333333,1
1256,387305,1291016.6666666667,1
1257,387615,1292050.0,1
1258,387930,1293100.0,1
1259,388245,1294150.0,1
1260,388553,1295176.6666666667,1
1261,388872,1296240.0,1
1262,389185,1297283.3333333333,1
1263,389497,1298323.3333333333,1
1264,389814,1299380.0,1
1265,390121,1300403.3333333335,1
1266,390425,1301416.6666666667,1
1267,390737,1302456.6666666667,1
1268,391048,1303493.3333333333,1
1269,391352,1304506.6666666667,1
1270,391662,1305540.0,1
1271,391963,1306543.3333333333,1
1272,392273,1307576.6666666665,1
1273,392584,1308613.3333333333,1
1274,392890,1309633.3333333335,1
1275,393206,1310686.6666666667,1
1276,393518,1311726.6666666667,1
1277,393824,1312746.6666666667,1
1278,394136,1313786.6666666667,1
1279,394448,1314826.6666666665,1
1280,394753,1315843.3333333333,1
1281,395067,1316890.0,1
1282,395387,1317956.6666666667,1
1283,395695,1318983.3333333333,1
1284,396011,1320036.6666666667,1
1285,396329,1321096.6666666665,1
1286,396639,1322130.0,1
1287,396955,1323183.3333333335,1
1288,397274,1324246.6666666667,1
1289,397579,1325263.3333333333,1
1290,397888,1326293.3333333333,1
1291,398201,1327336.6666666665,1
1292,398506,1328353.3333333333,1
1293,398818,1329393.3333333335,1
1294,399135,1330450.0,1
1295,399447,1331490.0,1
1296,399763,1332543.3333333333,1
1297,400083,1333610.0,1
1298,400395,1334650.0,1
1299,400708,1335693.3333333335,1
1300,401013,1336710.0,1
1301,401307,1337690.0,1
1302,401603,1338676.6666666667,1
1303,401897,1339656.6666666667,1
1304,402189,1340630.0,1
1305,402484,1341613.3333333333,1
1306,402778,1342593.3333333333,1
1307,403068,1343560.0,1
1308,403367,1344556.6666666665,1
1309,403669,1345563.3333333333,1
1310,403964,1346546.6666666665,1
1311,404268,1347560.0,1
1312,404577,1348590.0,1
1313,404876,1349586.6666666665,1
1314,405182,1350606.6666666665,1
1315,405493,1351643.3333333335,1
1316,405798,1352660.0,1
1317,406112,1353706.6666666667,1
1318,406427,1354756.6666666667,1
1319,406732,1355773.3333333333,1
1320,407044,1356813.3333333333,1
1321,407360,1357866.6666666665,1
1322,407664,1358880.0,1
1323,407971,1359903.3333333335,1
1324,408283,1360943.3333333335,1
1325,408586,1361953.3333333335,1
1326,408895,1362983.3333333333,1
1327,409209,1364030.0,1
1328,409520,1365066.6666666665,1
1329,409844,1366146.6666666667,1
1330,410158,1367193.3333333335,1
1331,410462,1368206.6666666667,1
1332,410767,1369223.3333333333,1
1333,411076,1370253.3333333333,1
1334,411382,1371273.3333333333,1
1335,411693,1372310.0,1
1336,412012,1373373.3333333333,1
1337,412324,1374413.3333333335,1
1338,412639,1375463.3333333333,1
1339,412957,1376523.3333333333,1
1340,413268,1377560.0,1
1341,413575,1378583.3333333333,1
1342,413887,1379623.3333333333,1
1343,414187,1380623.3333333333,1
1344,414470,1381566.6666666665,1
1345,414746,1382486.6666666667,1
1346,415026,1383420.0,1
1347,415305,1384350.0,1
1348,415581,1385270.0,1
1349,415849,1386163.3333333335,1
1350,416112,1387040.0,1
1351,416373,1387910.0,1
1352,416640,1388800.0,1
1353,416910,1389700.0,1
1354,417196,1390653.3333333335,1
1355,417492,1391640.0,1
1356,417784,1392613.3333333333,1
1357,418085,1393616.6666666665,1
1358,418392,1394640.0,1
1359,418703,1395676.6666666667,1
1360,419013,1396710.0,1
1361,419325,1397750.0,1
1362,419628,1398760.0,1
1363,419926,1399753.3333333333,1
1364,420219,1400730.0,1
1365,420522,1401740.0,1
1366,420832,1402773.3333333333,1
1367,421151,1403836.6666666665,1
1368,421463,1404876.6666666667,1
1369,421765,1405883.3333333335,1
1370,422066,1406886.6666666667,1
1371,422367,1407890.0,1
1372,422667,1408890.0,1
1373,422975,1409916.6666666667,1
1374,423282,1410940.0,1
1375,423578,1411926.6666666667,1
1376,423864,1412880.0,1
1377,424139,1413796.6666666665,1
1378,424410,1414700.0,1
1379,424683,1415610.0,1
1380,424949,1416496.6666666667,1
1381,425209,1417363.3333333333,1
1382,425469,1418230.0,1
1383,425741,1419136.6666666667,1
1384,426019,1420063.3333333333,1
1385,426311,1421036.6666666667,1
1386,426602,1422006.6666666667,1
1387,426903,1423010.0,1
1388,427214,1424046.6666666665,1
1389,427526,1425086.6666666665,1
1390,427843,1426143.3333333335,1
1391,428158,1427193.3333333335,1
1392,428468,1428226.6666666667,1
1393,428767,1429223.3333333333,1
1394,429060,1430200.0,1
1395,429347,1431156.6666666667,1
1396,429626,1432086.6666666665,1
1397,429902,1433006.6666666667,1
1398,430177,1433923.3333333335,1
1399,430454,1434846.6666666665,1
1400,430738,1435793.3333333333,1
1401,431025,1436750.0,1
1402,431325,1437750.0,1
1403,431633,1438776.6666666667,1
1404,431949,1439830.0,1
1405,432273,1440910.0,1
1406,432596,1441986.6666666667,1
1407,432910,1443033.3333333333,1
1408,433221,1444070.0,1
1409,433536,1445120.0,1
1410,433843,1446143.3333333335,1
1411,434143,1447143.3333333335,1
1412,434448,1448160.0,1
1413,434750,1449166.6666666667,1
1414,435058,1450193.3333333335,1
1415,435373,1451243.3333333333,1
1416,435571,1451903.3333333335,2
1417,435988,1453293.3333333333,1
1418,436302,1454340.0,1
1419,436611,1455370.0,1
1420,436925,1456416.6666666667,1
1421,437235,1457450.0,1
1422,437541,1458470.0,1
1423,437853,1459510.0,1
1424,438162,1460540.0,1
1425,438472,1461573.3333333333,1
1426,438786,1462620.0,1
1427,439097,1463656.6666666667,1
1428,439408,1464693.3333333335,1
1429,439725,1465750.0,1
1430,440032,1466773.3333333333,1
1431,440348,1467826.6666666665,1
1432,440663,1468876.6666666667,1
1433,440974,1469913.3333333335,1
1434,441292,1470973.3333333333,1
1435,441600,1472000.0,1
1436,441910,1473033.3333333333,1
1437,442220,1474066.6666666665,1
1438,442525,1475083.3333333333,1
1439,442826,1476086.6666666665,1
1440,443079,1476930.0,1
1441,443446,1478153.3333333335,1
1442,443749,1479163.3333333335,1
1443,444057,1480190.0,1
1444,444358,1481193.3333333335,1
1445,444661,1482203.3333333335,1
1446,444977,1483256.6666666667,1
1447,445290,1484300.0,1
1448,445592,1485306.6666666665,1
1449,445904,1486346.6666666665,1
1450,446224,1487413.3333333335,1
1451,446539,1488463.3333333333,1
1452,446850,1489500.0,1
1453,447170,1490566.6666666665,1
1454,447487,1491623.3333333333,1
1455,447795,1492650.0,1
1456,448108,1493693.3333333335,1
1457,448417,1494723.3333333333,1
1458,448733,1495776.6666666667,1
1459,449045,1496816.6666666665,1
1460,449361,1497870.0,1
1461,449666,1498886.6666666667,1
1462,449973,1499910.0,1
1463,450277,1500923.3333333335,1
1464,450584,1501946.6666666667,1
1465,450889,1502963.3333333333,1
1466,451197,1503990.0,1
1467,451502,1505006.6666666667,1
1468,451806,1506020.0,1
1469,452110,1507033.3333333333,1
1470,452415,1508050.0,1
1471,452723,1509076.6666666665,1
1472,453038,1510126.6666666667,1
1473,453346,1511153.3333333335,1
1474,453666,1512220.0,1
1475,453981,1513270.0,1
1476,454293,1514310.0,1
1477,454613,1515376.6666666667,1
1478,454928,1516426.6666666667,1
1479,455233,1517443.3333333335,1
1480,455546,1518486.6666666667,1
1481,455850,1519500.0,1
1482,456157,1520523.3333333333,1
1483,456472,1521573.3333333333,1
1484,456778,1522593.3333333333,1
1485,457087,1523623.3333333333,1
1486,457403,1524676.6666666667,1
1487,457697,1525656.6666666667,1
1488,457996,1526653.3333333335,1
1489,458296,1527653.3333333335,1
1490,458583,1528610.0,1
1491,458869,1529563.3333333333,1
1492,459165,1530550.0,1
1493,459446,1531486.6666666667,1
1494,459725,1532416.6666666667,3
1495,460001,1533336.6666666665,3
1496,460275,1534250.0,3
1497,460546,1535153.3333333335,1
1498,460812,1536040.0,1
1499,461078,1536926.6666666667,1
1500,461343,1537810.0,1
1501,461606,1538686.6666666667,1
1502,461864,1539546.6666666665,1
1503,462120,1540400.0,1
1504,462383,1541276.6666666667,1
1505,462651,1542170.0,1
1506,462919,1543063.3333333333,1
1507,463185,1543950.0,1
1508,463450,1544833.3333333333,1
1509,463709,1545696.6666666667,1
1510,463965,1546550.0,1
1511,464218,1547393.3333333335,1
1512,464468,1548226.6666666667,1
1513,464720,1549066.6666666665,1
1514,464983,1549943.3333333335,1
1515,465257,1550856.6666666665,1
1516,465538,1551793.3333333333,1
1517,465822,1552740.0,1
1518,466102,1553673.3333333335,1
1519,466373,1554576.6666666665,1
1520,466640,1555466.6666666667,1
1521,466902,1556340.0,1
1522,467164,1557213.3333333333,1
1523,467423,1558076.6666666665,1
1524,467679,1558930.0,1
1525,467930,1559766.6666666667,1
1526,468183,1560610.0,1
1527,468429,1561430.0,1
1528,468677,1562256.6666666667,1
1529,468924,1563080.0,1
1530,469168,1563893.3333333335,1
1531,469384,1564613.3333333333,2
1532,469659,1565530.0,1
1533,469904,1566346.6666666665,1
1534,470150,1567166.6666666667,1
1535,470391,1567970.0,1
1536,470635,1568783.3333333333,1
1537,470878,1569593.3333333333,1
1538,471120,1570400.0,1
1539,471364,1571213.3333333333,1
1540,471607,1572023.3333333333,1
1541,471852,1572840.0,1
1542,472096,1573653.3333333335,1
1543,472340,1574466.6666666667,1
1544,472583,1575276.6666666667,1
1545,472825,1576083.3333333333,1
1546,473070,1576900.0,1
1547,473314,1577713.3333333333,1
1548,473560,1578533.3333333333,1
1549,473808,1579360.0,1
1550,474057,1580190.0,1
1551,474307,1581023.3333333333,1
1552,474557,1581856.6666666665,1
1553,474807,1582690.0,1
1554,475057,1583523.3333333333,1
1555,475305,1584350.0,1
1556,475555,1585183.3333333335,1
1557,475806,1586020.0,1
1558,476055,1586850.0,1
1559,476308,1587693.3333333335,1
1560,476563,1588543.3333333333,1
1561,476819,1589396.6666666667,1
1562,477074,1590246.6666666667,1
1563,477331,1591103.3333333333,1
1564,477585,1591950.0,1
1565,477842,1592806.6666666665,1
1566,478100,1593666.6666666667,1
1567,478360,1594533.3333333333,1
1568,478616,1595386.6666666667,1
1569,478874,1596246.6666666667,1
1570,479129,1597096.6666666665,1
1571,479387,1597956.6666666667,1
1572,479646,1598820.0,1
1573,479907,1599690.0,1
1574,480168,1600560.0,1
1575,480430,1601433.3333333335,1
1576,480691,1602303.3333333333,1
1577,480951,1603170.0,1
1578,481209,1604030.0,1
1579,481468,1604893.3333333335,1
1580,481727,1605756.6666666667,1
1581,481983,1606610.0,1
1582,482237,1607456.6666666667,1
1583,482492,1608306.6666666665,1
1584,482744,1609146.6666666667,1
1585,482994,1609980.0,1
1586,483244,1610813.3333333333,1
1587,483491,1611636.6666666667,1
1588,483737,1612456.6666666667,1
1589,483981,1613270.0,1
1590,484225,1614083.3333333333,1
1591,484468,1614893.3333333335,1
1592,484712,1615706.6666666667,1
1593,484958,1616526.6666666667,1
1594,485204,1617346.6666666665,1
1595,485454,1618180.0,1
1596,485707,1619023.3333333333,1
1597,485963,1619876.6666666667,3
1598,486220,1620733.3333333333,1
1599,486485,1621616.6666666665,1
1600,486746,1622486.6666666667,1
1601,487007,1623356.6666666665,1
1602,487271,1624236.6666666667,1
1603,487540,1625133.3333333335,1
1604,487808,1626026.6666666667,1
1605,488080,1626933.3333333335,1
1606,488314,1627713.3333333333,1
1607,488681,1628936.6666666667,1
1608,488969,1629896.6666666667,1
1609,489255,1630850.0,1
1610,489542,1631806.6666666665,1
1611,489830,1632766.6666666667,1
1612,490111,1633703.3333333335,1
1613,490399,1634663.3333333335,1
1614,490685,1635616.6666666665,1
1615,490965,1636550.0,1
1616,491251,1637503.3333333333,1
1617,491538,1638460.0,1
1618,491818,1639393.3333333335,1
1619,492104,1640346.6666666665,1
1620,492397,1641323.3333333333,1
1621,492686,1642286.6666666667,1
1622,492974,1643246.6666666667,1
1623,493264,1644213.3333333333,1
1624,493554,1645180.0,1
1625,493843,1646143.3333333335,1
1626,494156,1647186.6666666667,1
1627,494467,1648223.3333333333,1
1628,494772,1649240.0,1
1629,495065,1650216.6666666667,1
1630,495361,1651203.3333333335,1
1631,495650,1652166.6666666667,1
1632,495943,1653143.3333333335,1
1633,496227,1654090.0,1
1634,496508,1655026.6666666667,1
1635,496787,1655956.6666666667,1
1636,497069,1656896.6666666667,1
1637,497364,1657880.0,1
1638,497667,1658890.0,1
1639,497962,1659873.3333333333,1
1640,498276,1660920.0,1
1641,498594,1661980.0,1
1642,498906,1663020.0,1
1643,499235,1664116.6666666665,1
1644,499559,1665196.6666666667,1
1645,499884,1666280.0,1
1646,500207,1667356.6666666665,1
1647,500518,1668393.3333333335,1
1648,500837,1669456.6666666667,1
1649,501159,1670530.0,1
1650,501476,1671586.6666666665,1
1651,501807,1672690.0,1
1652,502139,1673796.6666666665,1
1653,502456,1674853.3333333333,1
1654,502784,1675946.6666666667,1
1655,503098,1676993.3333333333,1
1656,503426,1678086.6666666665,1
1657,503753,1679176.6666666667,1
1658,504059,1680196.6666666667,1
1659,504366,1681220.0,1
1660,504664,1682213.3333333333,1
1661,504944,1683146.6666666667,1
1662,505220,1684066.6666666665,1
1663,505493,1684976.6666666667,3
1664,505760,1685866.6666666665,1
1665,506035,1686783.3333333333,1
1666,506311,1687703.3333333335,1
1667,506586,1688620.0,1
1668,506855,1689516.6666666667,1
1669,507124,1690413.3333333335,1
1670,507393,1691310.0,1
1671,507659,1692196.6666666667,1
1672,507924,1693080.0,1
1673,508183,1693943.3333333335,1
1674,508445,1694816.6666666665,1
1675,508705,1695683.3333333335,1
1676,508962,1696540.0,1
1677,509218,1697393.3333333335,1
1678,509482,1698273.3333333333,1
1679,509750,1699166.6666666667,1
1680,510023,1700076.6666666665,1
1681,510296,1700986.6666666667,1
1682,510574,1701913.3333333335,1
1683,510845,1702816.6666666665,1
1684,511122,1703740.0,1
1685,511396,1704653.3333333335,1
1686,511666,1705553.3333333333,1
1687,511937,1706456.6666666667,1
1688,512204,1707346.6666666665,1
1689,512470,1708233.3333333333,1
1690,512735,1709116.6666666665,1
1691,512995,1709983.3333333333,1
1692,513262,1710873.3333333333,1
1693,513535,1711783.3333333333,1
1694,513808,1712693.3333333335,1
1695,514088,1713626.6666666667,1
1696,514372,1714573.3333333333,1
1697,514657,1715523.3333333333,1
1698,514942,1716473.3333333333,1
1699,515226,1717420.0,1
1700,515516,1718386.6666666667,1
1701,515804,1719346.6666666665,1
1702,516090,1720300.0,1
1703,516380,1721266.6666666667,1
1704,516665,1722216.6666666667,1
1705,516946,1723153.3333333335,1
1706,517227,1724090.0,1
1707,517506,1725020.0,1
1708,517781,1725936.6666666667,1
1709,518058,1726860.0,1
1710,518329,1727763.3333333333,1
1711,518602,1728673.3333333335,1
1712,518868,1729560.0,1
1713,519137,1730456.6666666667,1
1714,519405,1731350.0,1
1715,519665,1732216.6666666667,1
1716,519930,1733100.0,1
1717,520191,1733970.0,1
1718,520453,1734843.3333333333,1
1719,520714,1735713.3333333333,1
1720,520970,1736566.6666666665,1
1721,521230,1737433.3333333335,1
1722,521489,1738296.6666666665,1
1723,521748,1739160.0,1
1724,522008,1740026.6666666667,1
1725,522265,1740883.3333333335,1
1726,522528,1741760.0,1
1727,522788,1742626.6666666667,1
1728,523052,1743506.6666666667,1
1729,523314,1744380.0,1
1730,523573,1745243.3333333333,1
1731,523835,1746116.6666666665,1
1732,524098,1746993.3333333333,1
1733,524355,1747850.0,1
1734,524617,1748723.3333333333,1
1735,524877,1749590.0,1
1736,525138,1750460.0,1
1737,525407,1751356.6666666665,1
1738,525674,1752246.6666666667,1
1739,525948,1753160.0,1
1740,526222,1754073.3333333333,1
1741,526495,1754983.3333333333,1
1742,526769,1755896.6666666667,1
1743,527041,1756803.3333333333,1
1744,527315,1757716.6666666667,1
1745,527589,1758630.0,1
1746,527865,1759550.0,1
1747,528146,1760486.6666666667,1
1748,528429,1761430.0,1
1749,528709,1762363.3333333333,1
1750,528992,1763306.6666666665,1
1751,529278,1764260.0,1
1752,529563,1765210.0,1
1753,529852,1766173.3333333335,1
1754,530139,1767130.0,1
1755,530423,1768076.6666666665,1
1756,530711,1769036.6666666667,1
1757,530996,1769986.6666666667,1
1758,531284,1770946.6666666667,1
1759,531566,1771886.6666666667,1
1760,531854,1772846.6666666665,1
1761,532145,1773816.6666666665,1
1762,532429,1774763.3333333333,1
1763,532719,1775730.0,1
1764,533008,1776693.3333333335,1
1765,533294,1777646.6666666667,1
1766,533582,1778606.6666666665,1
1767,533866,1779553.3333333333,1
1768,534148,1780493.3333333333,1
1769,534427,1781423.3333333335,1
1770,534712,1782373.3333333333,1
1771,534992,1783306.6666666665,1
1772,535272,1784240.0,1
1773,535554,1785180.0,1
1774,535838,1786126.6666666667,1
1775,536119,1787063.3333333333,1
1776,536400,1788000.0,1
1777,536682,1788940.0,1
1778,536964,1789880.0,1
1779,537247,1790823.3333333333,1
1780,537531,1791770.0,1
1781,537815,1792716.6666666667,1
1782,538102,1793673.3333333335,1
1783,538394,1794646.6666666667,1
1784,538687,1795623.3333333333,1
1785,538983,1796610.0,1
1786,539280,1797600.0,1
1787,539572,1798573.3333333333,1
1788,539871,1799570.0,1
